TOA5,CR1000_soil,CR1000,43125,CR1000.Std.22,CPU:Soil_sensors.CR1,4927,Soil,,,,,,,,
TIMESTAMP,RECORD,VW_Avg,VW_2_Avg,VW_3_Avg,Temp_C_Avg,Temp_C_2_Avg,Temp_C_3_Avg,Temp_C_4_Avg,PTemp_C_Avg,shf_Avg,shf_2_Avg,Batt_Volt_Avg,PA_uS_Avg,PA_uS_2_Avg,PA_uS_3_Avg
TS,RN,,,,Deg C,Deg C,Deg C,Deg C,Deg C,W/m^2,W/m^2,Volts,uSec,uSec,uSec
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
2012-03-16 20:30:00,691,0.109,0.72,0.936,25.03,27.74,26.78,24.3,21.27,-79.6753,-53.79287,12.45,20.94,38.32,42.61
2012-03-16 21:00:00,692,0.108,0.72,0.937,23.9,26.94,26.67,24.45,20.1,-77.76218,-53.74488,12.46,20.91,38.31,42.63
2012-03-16 21:30:00,693,0.107,0.719,0.938,22.93,26.2,26.5,24.54,19.18,-76.1522,-52.56816,12.45,20.88,38.29,42.64
2012-03-16 22:00:00,694,0.107,0.718,0.938,22.03,25.51,26.31,24.61,18.34,-75.73829,-52.91537,12.47,20.85,38.27,42.65
2012-03-16 22:30:00,695,0.106,0.716,0.939,21.26,24.89,26.08,24.63,18,-74.092,-52.36429,12.47,20.82,38.24,42.66
2012-03-16 23:00:00,696,0.105,0.715,0.939,20.64,24.28,25.8,24.63,17.83,-64.91769,-49.3316,12.47,20.8,38.2,42.66
2012-03-16 23:30:00,697,0.105,0.713,0.939,20.33,23.81,25.54,24.57,18.47,-63.07315,-44.91534,12.48,20.78,38.16,42.67
2012-03-17 00:00:00,698,0.105,0.711,0.939,19.83,23.39,25.32,24.55,17.92,-68.88797,-46.65968,12.48,20.76,38.13,42.67
2012-03-17 00:30:00,699,0.104,0.709,0.939,19.27,22.91,25.09,24.52,17.29,-62.73186,-43.88186,12.47,20.74,38.09,42.67
2012-03-17 01:00:00,700,0.104,0.707,0.939,18.92,22.54,24.83,24.44,17.62,-62.97086,-43.62971,12.48,20.73,38.04,42.67
2012-03-17 01:30:00,701,0.104,0.705,0.939,18.53,22.13,24.6,24.36,17.22,-64.17024,-43.88695,12.48,20.71,38,42.67
2012-03-17 02:00:00,702,0.103,0.703,0.939,18.14,21.78,24.36,24.28,16.93,-65.98051,-43.80315,12.48,20.7,37.96,42.67
2012-03-17 02:30:00,703,0.103,0.701,0.939,17.71,21.42,24.15,24.21,16.37,-66.28986,-44.73235,12.48,20.68,37.92,42.66
2012-03-17 03:00:00,704,0.103,0.7,0.939,17.3,21.07,23.92,24.12,15.93,-65.61632,-44.40222,12.49,20.67,37.88,42.66
2012-03-17 03:30:00,705,0.102,0.698,0.938,17.01,20.75,23.68,23.99,15.71,-63.83843,-40.84861,12.47,20.65,37.84,42.65
2012-03-17 04:00:00,706,0.102,0.696,0.938,16.69,20.44,23.45,23.87,15.36,-64.84946,-42.37213,12.49,20.64,37.8,42.65
2012-03-17 04:30:00,707,0.102,0.694,0.938,16.32,20.12,23.21,23.75,15.09,-65.36124,-43.09655,12.49,20.63,37.76,42.64
2012-03-17 05:00:00,708,0.101,0.692,0.938,15.98,19.82,22.99,23.62,14.93,-64.30319,-42.86523,12.49,20.62,37.72,42.64
2012-03-17 05:30:00,709,0.101,0.69,0.937,15.67,19.53,22.78,23.51,14.71,-65.57784,-43.02217,12.5,20.6,37.68,42.63
2012-03-17 06:00:00,710,0.101,0.688,0.937,15.24,19.23,22.6,23.42,14.08,-67.76017,-45.19786,12.5,20.59,37.64,42.62
2012-03-17 06:30:00,711,0.1,0.687,0.937,14.87,18.93,22.36,23.28,13.8,-62.22364,-42.61532,12.48,20.58,37.61,42.62
2012-03-17 07:00:00,712,0.1,0.687,0.937,14.69,18.64,22.15,23.15,13.79,-57.01999,-40.89016,12.5,20.57,37.6,42.62
2012-03-17 07:30:00,713,0.1,0.686,0.937,14.78,18.39,21.88,22.98,14.87,-38.33471,-34.90208,12.5,20.56,37.59,42.62
2012-03-17 08:00:00,714,0.1,0.684,0.936,15.45,18.22,21.63,22.79,18.25,-18.00124,-17.21635,12.49,20.56,37.54,42.61
2012-03-17 08:30:00,715,0.101,0.682,0.936,17.58,18.36,21.5,22.62,22.01,48.73519,19.86023,12.48,20.59,37.49,42.6
2012-03-17 09:00:00,716,0.102,0.68,0.935,19.67,18.92,21.31,22.53,22.98,57.57558,35.94635,12.48,20.63,37.45,42.59
2012-03-17 09:30:00,717,0.102,0.678,0.934,21.24,19.6,21.16,22.37,23.65,80.12927,48.02638,12.46,20.66,37.41,42.58
2012-03-17 10:00:00,718,0.103,0.677,0.934,22.76,20.39,21.08,22.22,24.45,77.26291,49.11669,12.47,20.7,37.39,42.57
2012-03-17 10:30:00,719,0.104,0.676,0.933,23.82,21.13,21.07,22.08,24.96,68.52557,47.27939,12.46,20.73,37.38,42.56
2012-03-17 11:00:00,720,0.104,0.676,0.933,24.68,21.69,21.11,22,25.61,98.88116,50.64007,12.46,20.75,37.38,42.55
2012-03-17 11:30:00,721,0.105,0.677,0.933,26.41,22.35,21.15,21.84,27.61,121.9159,70.31812,12.45,20.79,37.39,42.54
2012-03-17 12:00:00,722,0.106,0.677,0.932,27.88,23.2,21.32,21.79,28.48,111.3728,73.70463,12.44,20.83,37.4,42.53
2012-03-17 12:30:00,723,0.107,0.679,0.932,28.77,23.91,21.46,21.76,29.01,148.7148,78.33929,12.43,20.86,37.43,42.53
2012-03-17 13:00:00,724,0.108,0.68,0.932,30.31,24.63,21.68,21.72,30.22,126.4303,85.68907,12.44,20.9,37.46,42.53
2012-03-17 13:30:00,725,0.109,0.682,0.932,30.92,25.39,21.93,21.77,30.03,117.5499,73.18282,12.44,20.93,37.5,42.53
2012-03-17 14:00:00,726,0.109,0.684,0.932,32.51,26.02,22.06,21.7,32.24,184.7135,97.59968,12.43,20.97,37.54,42.52
2012-03-17 14:30:00,727,0.11,0.686,0.931,34.61,27.08,22.3,21.73,33.75,177.6945,112.4562,12.43,21.02,37.59,42.52
2012-03-17 15:00:00,728,0.111,0.689,0.932,35.18,28.15,22.63,21.82,33.68,116.1737,86.09754,12.42,21.05,37.65,42.53
2012-03-17 15:30:00,729,0.112,0.691,0.932,35.49,28.8,22.92,21.88,34.67,61.74445,80.53427,12.41,21.07,37.71,42.53
2012-03-17 16:00:00,730,0.112,0.694,0.932,34.83,29.25,23.51,22.15,32.97,37.40273,50.53857,12.42,21.07,37.77,42.53
2012-03-17 16:30:00,731,0.111,0.697,0.932,32.85,29.22,24.03,22.44,29.7,-5.586844,14.40599,12.22,21.05,37.83,42.54
2012-03-17 17:00:00,732,0.111,0.7,0.933,31.13,28.77,24.4,22.65,27.79,-14.55388,1.060614,12.21,21.02,37.89,42.55
2012-03-17 17:30:00,733,0.11,0.703,0.934,29.6,28.3,24.71,22.86,26.03,-28.47803,-10.8993,12.2,20.99,37.95,42.56
2012-03-17 18:00:00,734,0.109,0.705,0.934,28.24,27.78,24.83,23.04,24.67,-36.01049,-18.20964,12.18,20.96,37.99,42.57
2012-03-17 18:30:00,735,0.108,0.706,0.935,27.03,27.27,24.94,23.2,23.7,-46.21086,-24.95573,12.15,20.93,38.02,42.58
2012-03-17 19:00:00,736,0.108,0.705,0.934,25.91,26.71,25.01,23.28,22.82,-46.99185,-28.63557,12.15,20.9,37.99,42.57
2012-03-17 19:30:00,737,0.107,0.705,0.935,25.03,26.15,25.03,23.4,22.17,-44.63158,-29.03121,12.13,20.87,38,42.58
2012-03-17 20:00:00,738,0.107,0.705,0.935,24.29,25.68,24.99,23.51,21.62,-45.30516,-29.58739,12.12,20.85,38.01,42.59
2012-03-17 20:30:00,739,0.106,0.705,0.935,23.65,25.21,24.92,23.58,21,-44.11431,-29.23368,12.1,20.83,38,42.6
2012-03-17 21:00:00,740,0.106,0.705,0.936,23.12,24.8,24.84,23.66,20.49,-43.74512,-28.78188,12.08,20.81,37.99,42.6
2012-03-17 21:30:00,741,0.105,0.704,0.936,22.65,24.42,24.72,23.7,20.18,-42.52365,-26.76933,12.06,20.79,37.98,42.61
2012-03-17 22:00:00,742,0.105,0.703,0.936,22.25,24.09,24.61,23.73,19.81,-43.34423,-27.56334,12.05,20.78,37.96,42.61
2012-03-17 22:30:00,743,0.105,0.702,0.937,21.79,23.75,24.48,23.74,19.22,-44.7546,-28.41167,12.03,20.76,37.94,42.62
2012-03-17 23:00:00,744,0.104,0.702,0.937,21.4,23.41,24.33,23.73,18.86,-43.21815,-28.1466,12.02,20.75,37.92,42.62
2012-03-17 23:30:00,745,0.104,0.701,0.937,21.08,23.13,24.2,23.71,18.67,-41.76017,-27.24672,12,20.74,37.9,42.62
2012-03-18 00:00:00,746,0.104,0.699,0.937,20.78,22.86,24.04,23.68,18.51,-41.19613,-26.75117,11.99,20.73,37.88,42.62
2012-03-18 00:30:00,747,0.104,0.698,0.937,20.52,22.62,23.9,23.65,18.3,-40.01807,-25.42644,11.96,20.72,37.86,42.62
2012-03-18 01:00:00,748,0.103,0.697,0.937,20.27,22.36,23.77,23.61,18.04,-39.19432,-25.37361,11.95,20.71,37.83,42.62
2012-03-18 01:30:00,749,0.103,0.696,0.937,20.07,22.14,23.63,23.57,17.73,-37.14746,-24.81474,11.94,20.7,37.8,42.62
2012-03-18 02:00:00,750,0.103,0.695,0.937,19.87,21.93,23.51,23.52,17.03,-44.65814,-24.4775,11.91,20.69,37.77,42.62
2012-03-18 02:30:00,751,0.103,0.693,0.936,19.25,21.69,23.39,23.48,14.72,-56.72276,-33.00422,11.89,20.68,37.74,42.61
2012-03-18 03:00:00,752,0.102,0.692,0.936,18.65,21.39,23.26,23.42,13.53,-61.16711,-35.57595,11.87,20.66,37.72,42.61
2012-03-18 03:30:00,753,0.102,0.691,0.936,17.79,21.1,23.13,23.36,12.15,-84.32798,-47.32543,11.83,20.64,37.69,42.6
2012-03-18 04:00:00,754,0.101,0.687,0.935,16.79,20.63,22.96,23.3,11.21,-92.77874,-50.78703,11.82,20.61,37.61,42.59
2012-03-18 04:30:00,755,0.1,0.684,0.933,15.68,19.93,22.79,23.23,10.56,-90.05292,-57.42585,11.79,20.58,37.55,42.56
2012-03-18 05:00:00,756,0.1,0.683,0.933,14.02,19.23,22.65,23.2,9.08,-98.74434,-84.10658,11.76,20.55,37.53,42.55
2012-03-18 05:30:00,757,0.1,0.683,0.933,12.37,18.18,22.39,23.11,7.886,-118.1642,-88.70255,11.74,20.55,37.54,42.55
2012-03-18 06:00:00,758,0.107,0.682,0.933,11.57,16.46,22.11,22.95,7.133,-127.2007,-77.29616,11.71,20.87,37.5,42.56
2012-03-18 06:30:00,759,0.135,0.681,0.933,11.28,15.29,21.77,22.83,6.803,-78.83968,-60.83543,11.68,22.03,37.47,42.55
2012-03-18 07:00:00,760,0.136,0.68,0.933,11.64,14.97,21.34,22.72,6.99,-72.06708,-55.09292,11.67,22.09,37.46,42.54
2012-03-18 07:30:00,761,0.137,0.678,0.932,11.85,14.78,20.87,22.57,7.371,-65.72972,-50.65278,11.65,22.12,37.41,42.54
2012-03-18 08:00:00,762,0.14,0.674,0.932,12.01,14.65,20.45,22.41,7.703,-57.06608,-45.58339,11.63,22.23,37.33,42.52
2012-03-18 08:30:00,763,0.143,0.671,0.931,12.37,14.6,20.05,22.21,8.42,-31.93616,-31.82789,11.61,22.38,37.26,42.51
2012-03-18 09:00:00,764,0.148,0.668,0.93,13.01,14.73,19.7,21.97,9.57,-18.65954,-17.70719,11.59,22.56,37.19,42.5
2012-03-18 09:30:00,765,0.152,0.665,0.929,13.72,14.97,19.39,21.73,10.78,8.716065,-2.477025,11.57,22.72,37.13,42.48
2012-03-18 10:00:00,766,0.156,0.663,0.929,14.32,15.35,19.21,21.56,11.42,-17.8912,-4.929489,11.56,22.88,37.08,42.47
2012-03-18 10:30:00,767,0.159,0.661,0.928,14.18,15.51,19.04,21.37,11.21,-34.45122,-22.70681,11.54,23,37.04,42.45
2012-03-18 11:00:00,768,0.163,0.66,0.927,15.24,15.63,18.87,21.11,13.24,40.92455,22.21624,11.53,23.15,37.02,42.44
2012-03-18 11:30:00,769,0.167,0.659,0.926,15.38,16.04,18.84,20.97,13.69,-8.407495,-6.633136,11.51,23.3,37,42.43
2012-03-18 12:00:00,770,0.171,0.658,0.926,16.74,16.4,18.68,20.75,15.34,80.64865,43.54388,11.5,23.46,36.98,42.41
2012-03-18 12:30:00,771,0.176,0.657,0.925,17.45,17.16,18.65,20.58,16.57,65.31061,38.66797,11.47,23.63,36.96,42.4
2012-03-18 13:00:00,772,0.178,0.657,0.925,17.41,17.45,18.7,20.49,16.98,10.96757,8.288115,11.46,23.73,36.95,42.39
2012-03-18 13:30:00,773,0.181,0.656,0.924,17.73,17.71,18.78,20.4,17.64,16.01515,12.25022,11.44,23.81,36.95,42.38
2012-03-18 14:00:00,774,0.183,0.656,0.924,18.13,18.07,18.91,20.34,18.03,-33.29307,6.265314,11.42,23.89,36.95,42.37
2012-03-18 14:30:00,775,0.183,0.656,0.923,16.58,17.91,19.08,20.42,14.88,-99.67834,-47.64353,11.4,23.89,36.95,42.36
2012-03-18 15:00:00,776,0.181,0.657,0.923,14.72,17.13,19.21,20.47,11.22,-135.9005,-79.0256,11.36,23.82,36.95,42.36
2012-03-18 15:30:00,777,0.181,0.657,0.922,15.26,16.5,18.82,20.24,12.11,77.57963,31.29199,11.33,23.81,36.96,42.35
2012-03-18 16:00:00,778,0.185,0.656,0.922,18.04,17.41,18.58,20.03,17.22,55.66434,47.00138,11.31,23.98,36.95,42.34
2012-03-18 16:30:00,779,0.187,0.656,0.922,17.41,17.77,18.84,20.18,15.99,-51.8004,-12.54411,11.28,24.07,36.93,42.34
2012-03-18 17:00:00,780,0.187,0.656,0.921,16.12,17.54,18.82,20.2,14.16,-66.99216,-43.03567,11.25,24.05,36.93,42.33
2012-03-18 17:30:00,781,0.186,0.655,0.921,15.41,17.14,18.91,20.17,14.06,-102.9038,-49.9559,11.22,24.02,36.92,42.33
2012-03-18 18:00:00,782,0.185,0.656,0.921,13.94,16.42,18.9,20.2,11.35,-102.9547,-71.71914,11.17,23.97,36.94,42.33
2012-03-18 18:30:00,783,0.185,0.656,0.921,13.54,15.78,18.86,20.21,10.06,-89.82058,-54.62275,11.11,23.96,36.94,42.32
2012-03-18 19:00:00,784,0.185,0.655,0.92,12.99,15.36,18.73,20.19,9.05,-103.8124,-59.37869,10.99,23.98,36.91,42.31
2012-03-18 19:30:00,785,0.185,0.653,0.92,11.64,14.67,18.58,20.15,7.311,-121.9901,-81.57467,10.63,23.99,36.88,42.3
2012-03-18 20:00:00,786,0.187,0.652,0.92,11.15,14,18.35,20.09,6.746,-96.9888,-66.43922,10.36,24.04,36.84,42.3
2012-03-18 20:30:00,787,0.189,0.65,0.919,10.56,13.51,18.08,19.99,6.649,-106.1426,-70.93029,9.67,24.12,36.8,42.29
2012-04-04 12:30:00,788,0.157,0.704,0.94,39.1,29.47,23.12,22.68,36.84,273.5065,173.7577,12.51,22.9,37.98,42.68
2012-04-04 13:00:00,789,0.158,0.707,0.94,39.88,30.34,23.59,22.75,37.76,204.8174,169.1207,12.48,22.95,38.04,42.68
2012-04-04 13:30:00,790,0.159,0.712,0.94,40.59,31.47,24.23,22.88,38.15,199.3259,156.7893,12.46,23.01,38.14,42.68
2012-04-04 14:00:00,791,0.161,0.717,0.94,41.48,32.55,24.88,23.14,37.4,187.526,150.7381,12.45,23.06,38.24,42.69
2012-04-04 14:30:00,792,0.161,0.721,0.941,42.05,33.61,25.36,23.28,38.66,177.6396,139.9266,12.45,23.09,38.35,42.69
2012-04-04 15:00:00,793,0.162,0.726,0.941,41.79,34.2,26.07,23.57,38.24,133.5917,113.378,12.45,23.11,38.45,42.71
2012-04-04 15:30:00,794,0.162,0.731,0.942,41.66,34.64,26.66,23.86,38.35,107.6223,99.75491,12.41,23.11,38.55,42.72
2012-04-04 16:00:00,795,0.162,0.736,0.943,40.58,34.97,27.34,24.24,37.08,66.67577,67.28874,12.46,23.1,38.65,42.73
2012-04-04 16:30:00,796,0.161,0.74,0.944,39.41,34.96,27.8,24.59,35.55,58.30495,50.5264,12.47,23.06,38.75,42.75
2012-04-04 17:00:00,797,0.16,0.744,0.944,38.05,34.74,28.23,24.91,34.85,20.32636,25.66905,12.47,23.02,38.83,42.76
2012-04-04 17:30:00,798,0.158,0.748,0.945,36.07,34.14,28.78,25.36,32.44,-21.04971,-3.506802,12.49,22.96,38.9,42.78
2012-04-04 18:00:00,799,0.156,0.751,0.946,34.5,33.51,28.88,25.57,31.9,-4.788065,-11.08908,12.47,22.89,38.96,42.8
2012-04-04 18:30:00,800,0.155,0.753,0.947,32.98,32.82,29.25,25.93,30.76,-55.79125,-35.8604,12.44,22.83,39.01,42.82
2012-04-04 19:00:00,801,0.153,0.755,0.948,30.8,31.93,29.36,26.33,27.59,-71.30042,-50.565,12.51,22.75,39.04,42.83
2012-04-04 19:30:00,802,0.151,0.755,0.949,28.89,30.96,29.39,26.5,24.9,-80.45115,-60.66181,12.53,22.67,39.04,42.84
2012-04-04 20:00:00,803,0.149,0.755,0.949,27.39,30.02,29.32,26.72,22.84,-79.49075,-63.0886,12.55,22.6,39.05,42.86
2012-04-04 20:30:00,804,0.147,0.755,0.95,26.17,29.14,29.16,26.87,21.23,-80.30154,-63.67422,12.57,22.53,39.05,42.87
2012-04-04 21:00:00,805,0.146,0.754,0.951,25.18,28.34,28.97,26.99,20.02,-78.26444,-62.97171,12.58,22.48,39.03,42.88
2012-04-04 21:30:00,806,0.145,0.753,0.951,24.29,27.57,28.75,27.08,19.1,-76.80798,-61.54429,12.54,22.43,39.01,42.89
2012-04-04 22:00:00,807,0.143,0.751,0.952,23.44,26.87,28.51,27.13,18.14,-79.13396,-63.20464,12.61,22.38,38.97,42.9
2012-04-04 22:30:00,808,0.142,0.75,0.952,22.62,26.22,28.2,27.12,17.32,-78.51564,-63.40358,12.62,22.34,38.94,42.9
2012-04-04 23:00:00,809,0.141,0.748,0.952,21.97,25.68,27.86,27.05,16.84,-76.75247,-62.33963,12.63,22.3,38.9,42.91
2012-04-04 23:30:00,810,0.14,0.746,0.952,21.37,25.12,27.56,27,16.41,-75.50959,-61.56186,12.64,22.27,38.86,42.91
2012-04-05 00:00:00,811,0.14,0.744,0.952,20.84,24.61,27.25,26.93,16.06,-72.99009,-59.80905,12.65,22.23,38.81,42.91
2012-04-05 00:30:00,812,0.139,0.741,0.952,20.35,24.14,26.96,26.85,15.65,-71.6362,-57.74166,12.6,22.2,38.77,42.91
2012-04-05 01:00:00,813,0.138,0.739,0.952,19.84,23.66,26.64,26.73,15.23,-72.48037,-58.46765,12.66,22.17,38.72,42.91
2012-04-05 01:30:00,814,0.137,0.737,0.952,19.38,23.22,26.34,26.61,14.98,-70.92792,-57.82525,12.67,22.14,38.67,42.91
2012-04-05 02:00:00,815,0.137,0.735,0.952,18.94,22.79,26.08,26.51,14.7,-71.60482,-57.45388,12.67,22.12,38.62,42.9
2012-04-05 02:30:00,816,0.136,0.732,0.952,18.5,22.35,25.82,26.41,14.36,-71.61237,-57.49726,12.68,22.09,38.57,42.9
2012-04-05 03:00:00,817,0.136,0.73,0.951,18.09,22,25.5,26.24,14.32,-71.20627,-57.1476,12.68,22.07,38.52,42.89
2012-04-05 03:30:00,818,0.135,0.728,0.951,17.66,21.65,25.2,26.1,13.88,-70.77316,-56.57854,12.63,22.04,38.48,42.89
2012-04-05 04:00:00,819,0.134,0.725,0.951,17.22,21.22,24.97,25.98,13.3,-72.12806,-57.20495,12.7,22.02,38.43,42.88
2012-04-05 04:30:00,820,0.134,0.723,0.95,16.83,20.83,24.71,25.85,12.96,-72.43835,-57.25128,12.7,21.99,38.38,42.87
2012-04-05 05:00:00,821,0.133,0.721,0.95,16.45,20.48,24.46,25.71,12.6,-72.4436,-57.23375,12.71,21.97,38.33,42.87
2012-04-05 05:30:00,822,0.133,0.718,0.949,16.1,20.13,24.2,25.56,12.29,-71.8959,-56.716,12.71,21.95,38.28,42.86
2012-04-05 06:00:00,823,0.132,0.716,0.949,15.75,19.82,23.94,25.41,11.88,-71.182,-56.29147,12.73,21.93,38.24,42.85
2012-04-05 06:30:00,824,0.132,0.715,0.949,15.49,19.52,23.63,25.2,12.16,-64.26929,-52.59035,12.67,21.91,38.2,42.85
2012-04-05 07:00:00,825,0.131,0.712,0.948,15.42,19.23,23.35,25.01,12.96,-54.62959,-48.00628,12.73,21.9,38.16,42.84
2012-04-05 07:30:00,826,0.131,0.71,0.948,16.08,18.97,23.05,24.77,17.29,-5.402753,-28.88525,12.69,21.9,38.11,42.83
2012-04-05 08:00:00,827,0.132,0.708,0.947,17.79,19.04,22.8,24.54,21.36,39.82804,10.76699,12.64,21.92,38.06,42.82
2012-04-05 08:30:00,828,0.134,0.706,0.947,20.44,19.64,22.67,24.33,23.53,43.45592,47.13,12.61,21.98,38.01,42.81
2012-04-05 09:00:00,829,0.135,0.704,0.946,22.71,20.54,22.5,24.21,25.41,73.32613,66.562,12.58,22.05,37.98,42.8
2012-04-05 09:30:00,830,0.137,0.703,0.946,24.82,21.6,22.4,24.01,26.94,98.95415,83.82365,12.52,22.12,37.96,42.79
2012-04-05 10:00:00,831,0.139,0.703,0.945,26.79,22.66,22.43,23.84,28.33,105.8924,93.39381,12.56,22.19,37.95,42.78
2012-04-05 10:30:00,832,0.14,0.703,0.945,28.79,23.81,22.56,23.69,30.01,123.6869,102.4928,12.54,22.26,37.96,42.77
2012-04-05 11:00:00,833,0.142,0.704,0.944,29.88,24.82,22.76,23.6,30.82,124.0014,96.24685,12.53,22.32,37.98,42.76
2012-04-05 11:30:00,834,0.143,0.706,0.944,31.42,25.79,23.03,23.53,31.87,128.443,108.5894,12.52,22.38,38.02,42.75
2012-04-05 12:00:00,835,0.145,0.708,0.944,32.46,26.64,23.35,23.53,32.16,150.5966,110.8442,12.51,22.43,38.07,42.75
2012-04-05 12:30:00,836,0.147,0.711,0.944,35.68,27.63,23.58,23.41,35.17,256.2986,183.387,12.4,22.52,38.12,42.75
2012-04-05 13:00:00,837,0.15,0.713,0.944,38.91,29.28,23.95,23.4,37.56,250.9605,188.7551,12.48,22.63,38.18,42.75
2012-04-05 13:30:00,838,0.152,0.717,0.944,40.77,30.92,24.48,23.52,38.64,217.1462,176.8844,12.48,22.73,38.25,42.75
2012-04-05 14:00:00,839,0.154,0.72,0.944,41.46,32.1,25.05,23.71,37.56,203.6962,157.3663,12.48,22.79,38.33,42.75
2012-04-05 14:30:00,840,0.155,0.725,0.944,42.34,33.33,25.52,23.8,38.63,189.6738,150.0057,12.47,22.84,38.42,42.75
2012-04-05 15:00:00,841,0.156,0.73,0.944,42.56,34.19,26.24,24.05,39.18,151.3587,130.0908,12.47,22.88,38.52,42.76
2012-04-05 15:30:00,842,0.156,0.735,0.945,41.74,34.68,26.91,24.33,37.91,116.3352,94.65566,12.42,22.89,38.63,42.78
2012-04-05 16:00:00,843,0.156,0.74,0.946,40.98,34.97,27.5,24.61,37.16,86.67423,76.66602,12.47,22.87,38.74,42.79
2012-04-05 16:30:00,844,0.155,0.744,0.946,39.8,35.14,28.02,24.98,35.75,44.88278,45.6739,12.48,22.85,38.82,42.8
2012-04-05 17:00:00,845,0.154,0.748,0.947,38.4,35.08,28.26,25.17,36.22,41.85329,28.35233,12.48,22.8,38.9,42.81
2012-04-05 17:30:00,846,0.152,0.752,0.948,36.49,34.46,28.93,25.64,34.13,-22.63512,-4.228722,12.49,22.74,38.98,42.83
2012-04-05 18:00:00,847,0.151,0.755,0.949,34.14,33.65,29.34,26.05,31.22,-48.29615,-29.08051,12.5,22.67,39.04,42.84
2012-04-05 18:30:00,848,0.149,0.757,0.949,31.99,32.72,29.49,26.41,28.72,-61.4318,-46.13281,12.47,22.59,39.08,42.86
2012-04-05 19:00:00,849,0.147,0.758,0.95,30.27,31.76,29.58,26.66,27,-63.72416,-50.31511,12.53,22.52,39.12,42.87
2012-04-05 19:30:00,850,0.145,0.758,0.951,28.77,30.86,29.56,26.8,25.3,-72.16087,-55.54707,12.5,22.45,39.11,42.88
2012-04-05 20:00:00,851,0.143,0.758,0.951,27.42,30.01,29.49,27.02,23.45,-76.94745,-59.43349,12.57,22.38,39.12,42.89
2012-04-05 20:30:00,852,0.142,0.758,0.952,26.26,29.19,29.34,27.17,21.79,-77.3266,-60.80113,12.59,22.33,39.11,42.9
2012-04-05 21:00:00,853,0.141,0.757,0.953,25.34,28.44,29.12,27.26,20.64,-74.84071,-59.62276,12.6,22.28,39.09,42.91
2012-04-05 21:30:00,854,0.14,0.756,0.953,24.5,27.76,28.88,27.32,19.87,-68.99765,-58.47435,12.55,22.23,39.07,42.92
2012-04-05 22:00:00,855,0.139,0.754,0.953,23.9,27.15,28.57,27.31,20.59,-61.69742,-55.03769,12.61,22.19,39.03,42.93
2012-04-05 22:30:00,856,0.138,0.753,0.954,23.49,26.61,28.3,27.27,21.52,-58.16896,-51.46202,12.61,22.16,39,42.94
2012-04-05 23:00:00,857,0.137,0.751,0.954,22.95,26.12,28.02,27.23,21.27,-61.41538,-52.15707,12.61,22.13,38.96,42.94
2012-04-05 23:30:00,858,0.136,0.749,0.954,22.44,25.64,27.73,27.2,20.89,-59.73209,-51.58101,12.62,22.1,38.92,42.94
2012-04-06 00:00:00,859,0.136,0.747,0.954,21.94,25.17,27.45,27.1,20.62,-58.78942,-51.17923,12.62,22.07,38.88,42.94
2012-04-06 00:30:00,860,0.135,0.745,0.954,21.53,24.74,27.18,27,20.49,-54.37971,-47.88452,12.57,22.04,38.84,42.94
2012-04-06 01:00:00,861,0.134,0.743,0.954,21.19,24.35,26.9,26.92,20.45,-54.15842,-47.35594,12.63,22.02,38.79,42.94
2012-04-06 01:30:00,862,0.134,0.741,0.954,20.8,23.99,26.66,26.82,20.07,-57.16947,-48.31237,12.63,21.99,38.75,42.94
2012-04-06 02:00:00,863,0.133,0.739,0.953,20.23,23.6,26.45,26.75,19.03,-68.19357,-52.92153,12.64,21.97,38.71,42.93
2012-04-06 02:30:00,864,0.132,0.736,0.953,19.48,23.16,26.22,26.67,17.44,-74.10212,-57.66705,12.63,21.94,38.66,42.93
2012-04-06 03:00:00,865,0.132,0.734,0.953,18.83,22.73,25.95,26.56,16.31,-75.14288,-59.58679,12.64,21.91,38.62,42.92
2012-04-06 03:30:00,866,0.131,0.732,0.953,18.32,22.29,25.67,26.43,15.85,-70.19126,-56.95474,12.6,21.88,38.57,42.92
2012-04-06 04:00:00,867,0.13,0.73,0.952,17.83,21.85,25.43,26.3,15.42,-74.19833,-58.8451,12.66,21.86,38.53,42.91
2012-04-06 04:30:00,868,0.13,0.728,0.952,17.36,21.44,25.13,26.13,15.1,-70.27929,-58.1536,12.66,21.83,38.48,42.91
2012-04-06 05:00:00,869,0.129,0.725,0.952,17.2,21.1,24.84,25.98,15.7,-60.69458,-52.49226,12.66,21.81,38.43,42.9
2012-04-06 05:30:00,870,0.129,0.723,0.951,17.04,20.79,24.57,25.82,15.93,-61.72365,-50.18601,12.67,21.79,38.38,42.89
2012-04-06 06:00:00,871,0.128,0.721,0.951,16.62,20.48,24.33,25.68,15.18,-68.44765,-53.86945,12.68,21.78,38.33,42.88
2012-04-06 06:30:00,872,0.128,0.719,0.951,16.21,20.14,24.06,25.52,14.67,-62.02605,-51.58897,12.63,21.76,38.3,42.88
2012-04-06 07:00:00,873,0.128,0.717,0.95,16.11,19.82,23.81,25.36,14.83,-53.75784,-46.66625,12.69,21.74,38.26,42.87
2012-04-06 07:30:00,874,0.127,0.715,0.95,16.49,19.5,23.59,25.18,17.11,-27.46845,-34.90045,12.67,21.73,38.21,42.86
